day,store,net_sales,gross_sales,discounts,sales_reversals,orders,units,new_customers,returning_customers,customers
2025-12-07,Maceoo Atlantic,2916.41,2984.9,-68.49,0,8,22,2,6,8
2025-12-08,Maceoo Resorts World Las Vegas,2284.81,2431.03,-146.22,0,5,11,4,1,5
2025-12-08,Maceoo Biloxi,1043.27,1235.94,-3.79,-188.88,3,8,2,1,3
2025-12-08,Maceoo PR,1210.98,1305.42,0,-94.44,4,7,1,3,4
2025-12-08,Online Store,10352.5,12349.57,-1892.12,-104.95,62,70,52,9,61
2025-12-08,Maceoo Hollywood FL,14036.56,14153.44,-116.88,0,18,35,4,9,14
2025-12-08,Maceoo Atlantic,4302.08,4302.08,0,0,12,24,5,5,11
2025-12-08,Maceoo Aria,11694.41,12039.24,-344.83,0,8,58,4,3,7
2025-12-08,Maceoo MGM,740.38,1133.7,-393.32,0,4,7,2,1,4
2025-12-08,Maceoo Cosmo,348.96,348.96,0,0,2,3,2,0,2
2025-12-08,Maceoo Tampa,1684.8,2034.9,-350.1,0,5,11,1,2,4
2025-12-09,Maceoo MGM,2315.17,3836.52,-1521.35,0,9,31,5,2,8
2025-12-09,Maceoo Biloxi,6590.48,6822.96,-232.48,0,19,40,9,8,16
2025-12-09,Maceoo Atlantic,3127.06,3240.74,-113.68,0,11,16,4,2,6
2025-12-09,Maceoo PR,4945.88,5637.86,-199.22,-492.76,12,34,3,6,9
2025-12-09,Maceoo Hollywood FL,18282.16,20333.48,-2051.32,0,22,42,6,8,14
2025-12-09,Maceoo Aria,8270.32,9922.64,-1652.32,0,11,32,8,3,11
2025-12-09,Online Store,11406.8,17772.24,-3016.17,-3349.27,67,59,47,19,64
2025-12-09,Maceoo Cosmo,1317.64,1317.64,0,0,4,9,2,2,4
2025-12-09,Maceoo Resorts World Las Vegas,84.05,189.1,-105.05,0,2,2,2,0,2
2025-12-09,Maceoo Tampa,2615.34,3306.38,-691.04,0,10,23,0,7,8
2025-12-10,Maceoo Biloxi,8838.96,9942.22,-914.38,-188.88,21,58,10,7,18
2025-12-10,Maceoo Cosmo,1558.58,1558.58,0,0,4,5,4,0,4
2025-12-10,Online Store,13356.11,16128.62,-2592.52,-179.99,83,87,70,13,83
2025-12-10,Maceoo PR,4335.46,4607.34,-83,-188.88,11,24,5,5,11
2025-12-10,Maceoo Resorts World Las Vegas,944.06,1215.98,-271.92,0,2,14,1,1,2
2025-12-10,Maceoo MGM,1525.65,1598.98,-73.33,0,5,22,3,1,5
2025-12-10,Maceoo Tampa,1614.86,1614.86,0,0,4,10,0,1,2
2025-12-10,Maceoo Aria,2066.4,2067.28,-0.88,0,5,6,5,0,5
2025-12-10,Maceoo Hollywood FL,3127.42,3128.92,-1.5,0,9,12,0,3,4
2025-12-10,Maceoo Atlantic,516.76,516.76,0,0,3,3,0,0,1
2025-12-11,Maceoo Aria,3872.81,4676.94,-804.13,0,13,25,6,6,13
2025-12-11,Maceoo Tampa,3029.33,3429.33,-110,-290,7,18,2,2,5
2025-12-11,Online Store,10669.09,11795.38,-581.21,-545.08,72,84,60,11,71
2025-12-11,Maceoo Cosmo,3074.3,3401.58,-327.28,0,5,16,1,4,4
2025-12-11,Maceoo Hollywood FL,7159.2,12331.94,-689.22,-4483.52,15,36,5,7,13
2025-12-11,Maceoo Biloxi,6486.01,6881.81,-395.8,0,16,31,6,8,13
2025-12-11,Maceoo PR,3483.78,3675.58,-191.8,0,11,17,7,3,10
2025-12-11,Maceoo Resorts World Las Vegas,183.89,184.89,-1,0,1,3,1,0,1
2025-12-11,Maceoo MGM,1723.46,1723.46,0,0,6,38,2,1,4
2025-12-11,Maceoo Atlantic,1652.64,1652.64,0,0,4,5,0,3,4
2025-12-12,Maceoo MGM,5268.68,8871.54,-1362.65,-2240.21,8,55,4,2,6
2025-12-12,Maceoo Aria,12545.1,13087.58,-542.48,0,19,45,12,6,18
2025-12-12,Maceoo Cosmo,4393.03,4542.69,-149.66,0,7,18,6,1,7
2025-12-12,Maceoo PR,3970.42,4836.64,-312.02,-554.2,13,26,6,5,12
2025-12-12,Maceoo Atlantic,10888.61,19613.05,-16.34,-8708.1,8,46,2,3,5
2025-12-12,WEB - Quiet LLC,0,0,0,0,0,-1,0,0,0
2025-12-12,Maceoo Hollywood FL,6861.28,7074.73,-213.45,0,15,36,2,9,12
2025-12-12,Maceoo Resorts World Las Vegas,276.41,315.29,-38.88,0,2,4,1,1,2
2025-12-12,Maceoo Biloxi,3861.01,4164.04,-100.93,-202.1,15,27,11,3,14
2025-12-12,Online Store,11773.41,14253.79,-1830.68,-649.7,66,65,58,8,66
2025-12-12,Maceoo Tampa,3527.47,3527.91,-0.44,0,8,53,3,3,7
2025-12-13,Online Store,16666.03,18067.2,-1401.17,0,90,113,74,16,90
2025-12-13,Maceoo Hollywood FL,14737.82,17253.22,-2386.52,-128.88,20,81,9,8,15
2025-12-13,Maceoo Aria,6655.21,9561.79,-689.43,-2217.15,14,45,5,7,10
2025-12-13,Maceoo Resorts World Las Vegas,2221.84,2221.84,0,0,4,18,3,1,4
2025-12-13,Maceoo PR,6231.54,7155.2,-79.44,-844.22,18,39,7,11,17
2025-12-13,Maceoo Biloxi,11854.13,14367.36,-1253.27,-1259.96,49,97,17,16,33
2025-12-13,Maceoo MGM,6941.92,7855.54,-913.62,0,13,23,10,3,12
2025-12-13,Maceoo Tampa,5229.82,5316.48,-86.66,0,14,29,6,3,9
2025-12-13,Maceoo Atlantic,12611.09,12765.53,-16,-138.44,13,28,1,9,11
2025-12-13,Maceoo Cosmo,2351.76,2568.64,-18.88,-198,11,14,7,3,11
2025-12-14,Maceoo Hollywood FL,8938.14,9862.04,-923.9,0,15,39,8,7,13
2025-12-14,Online Store,17719.77,19139.93,-1420.16,0,105,123,94,9,103
2025-12-14,Maceoo Aria,5615.33,5615.33,0,0,11,24,5,6,11
2025-12-14,Maceoo Tampa,4812.01,4831.34,-19.33,0,9,24,4,5,9
2025-12-14,Maceoo MGM,4773.4,5079.54,-306.14,0,8,14,5,1,6
2025-12-14,Maceoo Atlantic,2287.77,2406.9,-119.13,0,7,14,2,4,6
2025-12-14,Maceoo Biloxi,4927.12,6472.1,-307.87,-1237.11,19,42,10,5,16
2025-12-14,Maceoo PR,3572.34,4173.88,-601.54,0,13,28,9,4,12
2025-12-14,Maceoo Resorts World Las Vegas,1304.84,1631.04,-326.2,0,1,28,0,1,1
2025-12-14,Maceoo Cosmo,798.88,798.88,0,0,1,1,1,0,1
2025-12-15,Online Store,15306.45,15502.23,-195.78,0,76,94,69,6,75
2025-12-15,Maceoo Resorts World Las Vegas,204.45,204.45,0,0,1,2,1,0,1
2025-12-15,Maceoo Tampa,1508.81,1508.81,0,0,3,6,1,1,3
2025-12-15,Maceoo MGM,4075.83,4267.2,-191.37,0,3,7,1,1,3
2025-12-15,Maceoo Cosmo,424.31,424.31,0,0,2,5,2,0,2
2025-12-15,Maceoo Hollywood FL,1299.69,2374.9,-1075.21,0,8,18,2,3,6
2025-12-15,Maceoo Biloxi,223.08,549.98,-12.9,-314,1,2,1,0,1
2025-12-15,Maceoo Atlantic,535.76,1333.76,0,-798,2,4,0,2,2
2025-12-15,Maceoo PR,2744.58,3593.94,-352.76,-496.6,10,20,2,6,8
2025-12-15,Maceoo Aria,3092.37,3424.25,-33,-298.88,4,9,2,2,4
2025-12-16,Maceoo Hollywood FL,2347.75,3062.15,0,-714.4,8,17,4,2,7
2025-12-16,Maceoo Cosmo,1644.35,1720.18,-75.83,0,2,10,1,1,2
2025-12-16,Maceoo PR,2226.3,2464.62,-79.44,-158.88,6,15,3,3,6
2025-12-16,Maceoo Tampa,3434.74,3434.74,0,0,7,13,3,3,7
2025-12-16,Maceoo Aria,3995.05,4156.93,-161.88,0,9,15,3,4,7
2025-12-16,Maceoo MGM,1064.63,1064.63,0,0,5,31,2,1,4
2025-12-16,Online Store,14390.09,14732.31,-342.22,0,76,80,71,5,76
2025-12-16,Maceoo Biloxi,1980.91,1992.79,-11.88,0,4,8,2,2,4
2025-12-16,Maceoo Atlantic,1025.79,1042.91,-17.12,0,3,7,2,1,3
2025-12-17,Maceoo Biloxi,248.54,282.19,-33.65,0,4,6,1,2,4
2025-12-17,Maceoo Hollywood FL,5713.01,5911.01,-198,0,6,29,5,1,6
2025-12-17,Maceoo PR,4817.83,5566.8,-590.97,-158,16,29,5,11,16
2025-12-17,Maceoo Tampa,3673.97,4321.85,-191,-456.88,5,15,0,5,5
2025-12-17,Maceoo Atlantic,821.88,950.76,0,-128.88,4,5,0,3,3
2025-12-17,Maceoo Resorts World Las Vegas,502.57,502.57,0,0,1,2,0,1,1
2025-12-17,Online Store,6678.84,10459.73,-3067.21,-713.68,28,23,15,11,25
2025-12-17,Maceoo Cosmo,796.45,796.45,0,0,3,7,3,0,3
2025-12-17,Maceoo Aria,11847.1,16970.65,-5123.55,0,8,29,4,4,8
2025-12-17,Maceoo MGM,1143.63,1281.44,-137.81,0,4,12,2,1,4
2025-12-18,Maceoo Aria,534.88,732.88,0,-198,3,3,2,1,2
2025-12-18,Maceoo Atlantic,859.81,859.81,0,0,4,6,1,2,3
2025-12-18,Maceoo Biloxi,793.72,809.6,-15.88,0,3,6,2,1,3
2025-12-18,Maceoo Cosmo,7981.89,10939.97,-1836.08,-1122,9,27,4,4,7
2025-12-18,Maceoo Tampa,4056.72,4159.86,-103.14,0,10,23,4,5,9
2025-12-18,Maceoo Hollywood FL,6912.05,7526.05,-22,-592,8,26,4,4,8
2025-12-18,Maceoo PR,9701.52,10551.28,-70.66,-779.1,22,53,9,10,19
2025-12-18,Maceoo MGM,2207.59,2278.4,-70.81,0,6,30,6,0,6
2025-12-18,Maceoo Resorts World Las Vegas,0,138.88,-138.88,0,1,11,0,1,1
2025-12-18,Online Store,5059.24,9085.22,-3956.17,-69.81,29,30,6,22,28
2025-12-19,Maceoo PR,2525.88,2820.32,-294.44,0,13,19,8,5,12
2025-12-19,Maceoo Atlantic,1700.72,3082.64,-1381.92,0,7,12,2,4,7
2025-12-19,Maceoo Aria,1762.27,1852.27,-90,0,6,17,3,3,6
2025-12-19,Maceoo MGM,2076.75,3493.13,-502.92,-913.46,8,12,3,2,5
2025-12-19,Maceoo Cosmo,2108.45,2108.45,0,0,9,22,6,2,9
2025-12-19,Maceoo Biloxi,993.23,1014.37,-21.14,0,6,13,2,2,4
2025-12-19,Maceoo Tampa,2634.39,3075.47,-242.64,-198.44,9,14,3,2,6
2025-12-19,Online Store,192.34,3236.38,-1402.22,-1641.82,15,-14,6,9,15
2025-12-19,Maceoo Hollywood FL,5141.59,5412.18,-111.71,-158.88,13,31,8,4,13
2025-12-20,Maceoo Atlantic,36997.88,37663.96,-350.08,-316,21,40,6,8,15
2025-12-20,Maceoo PR,18464.14,19931.52,-623.86,-843.52,47,105,15,27,40
2025-12-20,Maceoo Aria,5591.73,5695.73,-104,0,8,16,3,5,7
2025-12-20,Online Store,3009.57,3318.45,-308.88,0,16,17,5,11,16
2025-12-20,Maceoo Hollywood FL,18883.54,19471.54,-588,0,25,79,15,9,25
2025-12-20,Maceoo MGM,1482.28,1550.81,-68.53,0,7,13,4,0,5
2025-12-20,Maceoo Resorts World Las Vegas,193.02,193.02,0,0,1,3,1,0,1
2025-12-20,Maceoo Cosmo,4240.22,4663.48,-74.38,-348.88,7,16,5,1,7
2025-12-20,Maceoo Biloxi,771.51,1074.19,-302.68,0,4,13,3,1,4
2025-12-20,Maceoo Tampa,5398.95,6193.59,-163.04,-631.6,7,18,2,4,7
2025-12-21,Maceoo PR,6623.22,7630.3,-849.08,-158,28,51,9,16,25
2025-12-21,Online Store,1403.05,2126.48,-723.43,0,8,11,5,3,8
2025-12-21,Maceoo Biloxi,3715.61,3802.45,-86.84,0,10,27,4,4,8
2025-12-21,Maceoo Aria,8283.79,16145.78,-1323.93,-6538.06,13,220,6,6,13
2025-12-21,WEB - Quiet LLC,107,118.88,-11.88,0,1,1,0,1,1
2025-12-21,Maceoo Atlantic,5544.46,6964.06,-823.81,-595.79,16,32,3,10,14
2025-12-21,Maceoo Hollywood FL,4825.48,5424.77,-599.29,0,12,40,5,6,12
2025-12-21,Maceoo Cosmo,1515.02,2336.14,0,-821.12,9,19,5,3,6
2025-12-21,Maceoo Tampa,6036.63,6675.09,-510.46,-128,14,32,3,6,10
2025-12-21,Maceoo MGM,2700.29,2746.55,-46.26,0,7,17,4,1,6
2025-12-22,Maceoo Biloxi,74.77,74.77,0,0,1,2,0,0,1
2025-12-22,Maceoo MGM,4138.08,4459.95,-321.87,0,7,24,2,3,6
2025-12-22,Maceoo Resorts World Las Vegas,492.8,579.76,-86.96,0,1,4,1,0,1
2025-12-22,Maceoo Atlantic,1568,3308.48,-262.81,-1477.67,4,7,1,2,3
2025-12-22,Maceoo Cosmo,2691.54,2691.54,0,0,6,15,3,2,6
2025-12-22,Maceoo Aria,28037.61,34951.94,-178.88,-6735.45,12,38,7,4,10
2025-12-22,Maceoo Hollywood FL,1792.86,2200.62,-50,-357.76,6,17,1,3,5
2025-12-22,Online Store,-968.98,5815.98,-231.92,-6553.04,15,0,7,7,14
2025-12-22,Maceoo PR,9972.04,11425.3,0,-1453.26,32,72,13,16,29
2025-12-22,Maceoo Tampa,6123.78,6123.78,0,0,5,12,2,2,5
2025-12-23,Online Store,2354.72,4016.62,-994,-667.9,7,7,3,4,7
2025-12-23,Maceoo MGM,4239.45,4549.09,-309.64,0,9,27,6,2,9
2025-12-23,Maceoo Atlantic,132.22,132.22,0,0,1,1,0,1,1
2025-12-23,Maceoo Aria,5618.33,5712.21,-93.88,0,8,21,6,1,7
2025-12-23,Maceoo Tampa,4436.5,6223.35,-148.91,-1637.94,11,24,5,5,11
2025-12-23,Maceoo Hollywood FL,2288.57,2536.44,-247.87,0,11,22,2,7,10
2025-12-23,Maceoo PR,12569.83,13838.88,-873.05,-396,37,82,13,24,36
2025-12-23,Maceoo Cosmo,5776.86,8377.83,-1584.4,-1016.57,4,13,1,2,4
2025-12-23,Maceoo Biloxi,796.65,831.65,-35,0,4,10,0,3,4
2025-12-24,Maceoo MGM,4348.85,6961.84,-132.38,-2480.61,10,49,5,3,7
2025-12-24,Maceoo Biloxi,421.08,429.88,-8.8,0,5,12,2,2,5
2025-12-24,Maceoo Aria,2963.76,3948.68,-563.04,-421.88,10,16,8,1,10
2025-12-24,Maceoo Resorts World Las Vegas,1148.61,1467.23,-318.62,0,2,11,1,1,2
2025-12-24,Online Store,2498.82,3245.32,-540.52,-205.98,12,16,2,10,12
2025-12-24,Maceoo Hollywood FL,4739.51,5053.33,-154.94,-158.88,16,38,6,5,12
2025-12-24,Maceoo Cosmo,1248.8,1248.8,0,0,3,7,3,0,3
2025-12-24,Maceoo Tampa,2475.72,2515.49,-39.77,0,8,14,2,3,6
2025-12-24,Maceoo PR,11621.83,12718.74,-779.15,-317.76,43,80,13,24,33
2025-12-24,Maceoo Atlantic,2139.29,2381.51,0,-242.22,6,8,2,3,5
2025-12-25,Maceoo Hollywood FL,3932.64,4185.21,-109.58,-142.99,10,31,8,2,9
2025-12-25,Maceoo Resorts World Las Vegas,163.33,163.33,0,0,1,2,1,0,1
2025-12-25,Maceoo Aria,9072.2,9539.51,-467.31,0,7,12,6,1,7
2025-12-25,Online Store,4362.68,4387.68,-25,0,9,17,2,6,8
2025-12-25,Maceoo Cosmo,3191.68,4012.93,0,-821.25,5,10,3,2,4
2025-12-25,Maceoo Tampa,3433.37,5844.55,-216.3,-2194.88,8,22,4,3,8
2025-12-25,Maceoo Biloxi,1359.88,1391.76,-31.88,0,6,14,1,0,2
2025-12-25,Maceoo Atlantic,5772.95,5951.9,-178.95,0,13,29,6,6,11
2025-12-25,Maceoo MGM,670.8,678.92,-8.12,0,4,7,2,0,3
2025-12-26,Maceoo Atlantic,1796.02,3349.48,-497.07,-1056.39,10,18,4,6,10
2025-12-26,Maceoo Hollywood FL,7993.11,9561.95,-1220.84,-348,21,47,6,10,17
2025-12-26,Maceoo MGM,9419.7,11869.75,-2450.05,0,15,70,3,6,10
2025-12-26,Maceoo PR,5318.04,8545.4,-793.4,-2433.96,17,36,6,9,15
2025-12-26,Maceoo Biloxi,2859.56,3170.44,-310.88,0,11,28,3,3,7
2025-12-26,Online Store,3750.08,5791.8,-2041.72,0,10,22,4,6,10
2025-12-26,Maceoo Tampa,3995.83,5198.3,-253.34,-949.13,16,30,3,6,10
2025-12-26,Maceoo Cosmo,1033.53,1033.53,0,0,5,9,4,1,5
2025-12-26,Maceoo Aria,7982.7,8927.29,-645.71,-298.88,11,28,4,7,10
2025-12-26,Maceoo Resorts World Las Vegas,1265.75,1335.35,-69.6,0,2,6,0,2,2
2025-12-27,Maceoo Atlantic,5292.19,7926.69,-318.01,-2316.49,19,31,6,8,14
2025-12-27,Maceoo Biloxi,363.74,363.74,0,0,4,7,2,1,4
2025-12-27,Maceoo Aria,6387.51,6414.27,-26.76,0,13,35,6,7,11
2025-12-27,Maceoo Tampa,4377.26,7513.42,-201.52,-2934.64,10,21,2,4,7
2025-12-27,Maceoo PR,1821.56,2338.16,-119.3,-397.3,5,11,2,3,5
2025-12-27,Maceoo Resorts World Las Vegas,506.4,506.4,0,0,2,3,1,1,2
2025-12-27,Maceoo Cosmo,2668.22,2690.42,-22.2,0,7,20,5,2,7
2025-12-27,Maceoo Hollywood FL,12278.95,13895.5,-1616.55,0,19,54,9,8,18
2025-12-27,Maceoo MGM,1197.53,1381.76,-184.23,0,7,13,6,0,7
2025-12-27,Online Store,1348.92,1856.68,-507.76,0,11,12,5,6,11
2025-12-28,Maceoo Biloxi,1858.55,1993.09,-134.54,0,5,11,1,3,5
2025-12-28,Maceoo Tampa,5163.99,6178.51,0,-1014.52,5,16,1,3,5
2025-12-28,Maceoo Aria,6217.66,6698.76,-471.64,-9.46,13,30,8,5,13
2025-12-28,Maceoo PR,2497.6,3151.68,-337.2,-316.88,15,17,7,7,13
2025-12-28,Maceoo Atlantic,4598.13,5270.6,-672.47,0,10,19,1,8,9
2025-12-28,Maceoo Hollywood FL,15615.21,17051.47,-338.7,-1097.56,21,66,5,11,17
2025-12-28,Online Store,1842.5,2582.16,-421.88,-317.78,7,11,3,4,7
2025-12-28,WEB - Quiet LLC,170,188.88,-18.88,0,1,1,0,1,1
2025-12-28,Maceoo Cosmo,5601.42,5601.42,0,0,10,26,7,2,9
2025-12-28,Maceoo MGM,1695.4,1995.4,-300,0,4,7,3,0,4
2025-12-29,Maceoo Aria,11169.52,11947.88,-778.36,0,10,33,4,5,9
2025-12-29,Online Store,1293.4,2369.36,-1050.96,-25,10,14,3,7,10
2025-12-29,Maceoo Resorts World Las Vegas,1735.02,1735.02,0,0,1,3,1,0,1
2025-12-29,Maceoo Cosmo,2249.78,2349.78,-100,0,6,13,2,4,6
2025-12-29,Maceoo PR,4766,6192,-712.24,-713.76,10,31,6,3,8
2025-12-29,Maceoo Atlantic,1315.43,1475.52,-85.93,-74.16,6,10,4,1,6
2025-12-29,Maceoo Hollywood FL,14453.49,15648.68,-1037.19,-158,19,48,4,9,13
2025-12-29,Maceoo MGM,2011.87,2704.87,-693,0,8,20,4,2,7
2025-12-29,Maceoo Biloxi,1501.82,2054.29,-158.49,-393.98,4,9,3,1,4
2025-12-29,Maceoo Tampa,2704.46,3021.18,-118.72,-198,5,12,2,1,4
2025-12-30,Maceoo Resorts World Las Vegas,4249.69,4429.35,-179.66,0,7,17,2,4,6
2025-12-30,Maceoo Biloxi,483.49,503.29,-19.8,0,3,7,2,0,3
2025-12-30,Maceoo MGM,3735.21,4317.69,-582.48,0,12,26,6,3,10
2025-12-30,Maceoo PR,3243.79,7208.64,-930.2,-3034.65,20,27,8,10,18
2025-12-30,Maceoo Hollywood FL,19654.47,21716.11,-908.76,-1152.88,20,69,8,7,16
2025-12-30,Maceoo Atlantic,4498.52,4774.29,-29.7,-246.07,15,24,5,7,13
2025-12-30,Maceoo Cosmo,5548.7,6453.04,-177.7,-726.64,8,24,4,3,7
2025-12-30,Maceoo Aria,14101.47,14240.01,-138.54,0,23,54,8,12,19
2025-12-30,Online Store,590.72,2671.4,-1087.11,-993.57,7,0,3,4,6
2025-12-30,Maceoo Tampa,1538.36,1586.02,-47.66,0,5,7,3,0,4
2025-12-31,Maceoo Resorts World Las Vegas,4729.4,4787.4,-58,0,8,23,8,0,8
2025-12-31,Maceoo Cosmo,9796.93,9796.93,0,0,16,54,14,2,16
2025-12-31,Maceoo Biloxi,2696.55,2776.56,-60.01,-20,12,23,8,3,11
2025-12-31,Online Store,-872.72,2620.59,-1817.51,-1675.8,17,-32,3,13,16
2025-12-31,Maceoo Atlantic,8754.73,13647.6,-2930.71,-1962.16,26,57,8,10,18
2025-12-31,Maceoo MGM,12859.33,15997.45,-1021.61,-2116.51,28,91,11,5,16
2025-12-31,Maceoo PR,5680.96,6670.72,-643.09,-346.67,19,30,10,7,17
2025-12-31,Maceoo Tampa,6582.04,7026.04,0,-444,16,33,8,4,13
2025-12-31,Maceoo Hollywood FL,18080.59,19372.3,-1143.71,-148,24,75,10,11,21
2025-12-31,WEB - Quiet LLC,0,598.88,-598.88,0,1,0,0,1,1
2025-12-31,Maceoo Aria,43541.2,48517.14,-1285.37,-3690.57,52,106,25,22,43
2026-01-01,Maceoo MGM,8437.06,8815.11,-378.05,0,11,25,7,1,9
2026-01-01,Maceoo Cosmo,1876.66,1913.33,-36.67,0,9,20,6,2,9
2026-01-01,Maceoo Tampa,3573.69,4590.63,-418.94,-598,8,20,4,1,6
2026-01-01,Maceoo Aria,11586.05,13527.05,-344.12,-1596.88,19,46,11,8,18
2026-01-01,Online Store,2884.8,3133.68,-248.88,0,6,13,1,4,5
2026-01-01,Maceoo Hollywood FL,7237.96,7452.09,-214.13,0,16,41,3,6,10
2026-01-01,Maceoo Resorts World Las Vegas,2257.5,2557.04,-299.54,0,2,8,1,1,2
2026-01-01,Maceoo Biloxi,667.33,866.21,0,-198.88,2,5,1,0,2
2026-01-01,Maceoo Atlantic,4076.33,4553.33,-145.9,-331.1,10,20,4,5,10
2026-01-02,Maceoo PR,1148.28,1421.04,-272.76,0,6,9,3,2,5
2026-01-02,Maceoo MGM,3334.62,4756.78,-1053.23,-368.93,10,15,7,1,9
2026-01-02,Maceoo Hollywood FL,4768.67,5427.21,-370.54,-288,12,28,3,6,10
2026-01-02,Maceoo Aria,12226.91,12457.51,-230.6,0,17,45,5,10,15
2026-01-02,Online Store,4195.02,5529.24,-1346.39,12.17,14,27,5,7,12
2026-01-02,Maceoo Atlantic,1595.13,1626.9,-31.77,0,8,12,2,3,6
2026-01-02,Maceoo Biloxi,658.86,658.86,0,0,2,6,2,0,2
2026-01-02,Maceoo Cosmo,7832.21,8031.09,-198.88,0,8,27,4,3,7
2026-01-02,Maceoo Tampa,1859.41,2808.05,0,-948.64,7,8,1,2,3
2026-01-03,Maceoo Resorts World Las Vegas,419.65,419.65,0,0,3,5,3,0,3
2026-01-03,Maceoo Hollywood FL,12693.82,14003.72,-1309.9,0,16,49,8,7,15
2026-01-03,Maceoo Cosmo,4818.41,5006.17,-187.76,0,6,20,4,2,5
2026-01-03,Maceoo Tampa,434.61,820.15,-56.66,-328.88,8,14,1,1,3
2026-01-03,Online Store,4575.96,6134.72,-1558.76,0,10,26,3,7,10
2026-01-03,Maceoo MGM,1977.82,2140.32,-162.5,0,8,15,3,2,6
2026-01-03,Maceoo Aria,6000.87,8424.1,-2423.23,0,11,34,4,7,11
2026-01-03,Maceoo Biloxi,23306.21,27301.81,-1692.22,-2303.38,55,147,23,24,47
2026-01-03,Maceoo PR,1543.34,2993.68,-214.18,-1236.16,10,14,4,6,10
2026-01-03,Maceoo Atlantic,3001.08,5789.46,-548.48,-2239.9,10,20,4,5,9
2026-01-04,Online Store,6217.84,6545.72,-327.88,0,14,36,7,7,14
2026-01-04,Maceoo PR,389.96,795.4,-59.44,-346,4,4,3,1,4
2026-01-04,Maceoo Hollywood FL,7993.93,8230.78,-236.85,0,17,48,5,9,15
2026-01-04,Maceoo Resorts World Las Vegas,459.15,459.15,0,0,1,4,0,1,1
2026-01-04,Maceoo Cosmo,1768.37,1768.37,0,0,4,8,3,1,4
2026-01-04,Maceoo Biloxi,6344.16,6694.8,-350.64,0,21,44,10,9,20
2026-01-04,Maceoo Aria,8467.72,9254.73,-787.01,0,13,40,3,2,6
2026-01-04,Maceoo MGM,3730.63,4594.82,-265.31,-598.88,8,43,4,1,6
2026-01-04,Maceoo Atlantic,4437.56,10732.4,-1019.64,-5275.2,4,4,0,3,4
2026-01-04,Maceoo Tampa,2761.51,4340.3,-861.91,-716.88,6,20,2,2,4
2026-01-05,Maceoo Hollywood FL,1294.59,1314.97,-20.38,0,3,9,0,2,3
2026-01-05,Maceoo Resorts World Las Vegas,1870.34,1870.34,0,0,2,8,2,0,2
2026-01-05,Maceoo PR,2927.32,2977.32,-50,0,10,19,3,6,9
2026-01-05,Maceoo Aria,7150.99,7250.99,-100,0,10,22,5,4,9
2026-01-05,Maceoo MGM,1044.2,1572.59,-528.39,0,3,6,2,1,3
2026-01-05,Maceoo Cosmo,1463.13,1463.13,0,0,3,9,1,1,2
2026-01-05,Online Store,-1331.95,2081.33,-1595.95,-1817.33,12,-26,3,9,12
2026-01-05,Maceoo Biloxi,2308.2,2308.2,0,0,9,18,4,4,9
2026-01-05,Maceoo Atlantic,3698.52,3698.52,0,0,8,15,2,5,6
2026-01-05,Maceoo Tampa,1811.94,2320.8,0,-508.86,7,12,2,2,4
2026-01-06,Maceoo Cosmo,1266.93,1286.93,-20,0,6,13,2,2,5
2026-01-06,Maceoo Tampa,954.44,954.44,0,0,4,6,0,1,2
2026-01-06,Maceoo Hollywood FL,2501.97,2640.85,0,-138.88,5,17,3,1,5
2026-01-06,Maceoo Atlantic,138.88,138.88,0,0,1,1,0,1,1
2026-01-06,Maceoo Aria,1659.16,1709.16,-50,0,8,9,5,3,8
2026-01-06,Maceoo Resorts World Las Vegas,576.92,601.92,-25,0,3,7,3,0,3
2026-01-06,Online Store,3109.92,3383.8,-273.88,0,9,13,5,3,8
2026-01-06,Maceoo Biloxi,4188.49,4557.88,-369.39,0,16,32,4,7,11
2026-01-06,Maceoo MGM,2105.18,2105.18,0,0,5,12,3,1,5
2026-01-07,Maceoo Hollywood FL,4343.07,5030.91,-188.96,-498.88,9,23,5,4,8
2026-01-07,Online Store,1073.52,1256.52,-183,0,5,10,0,5,5
2026-01-07,Maceoo MGM,5198.57,5805.43,-606.86,0,11,29,1,4,6
2026-01-07,Maceoo PR,1311.4,1649.4,-50,-288,3,8,1,2,3
2026-01-07,Maceoo Resorts World Las Vegas,1804.92,1804.92,0,0,2,5,1,1,1
2026-01-07,Maceoo Biloxi,1658.11,2294.45,-141.64,-494.7,11,16,7,1,9
2026-01-07,Maceoo Aria,27094.8,28605.57,-947.43,-563.34,12,45,6,4,11
2026-01-07,Maceoo Atlantic,1488.28,1488.28,0,0,8,11,3,4,8
2026-01-07,Maceoo Tampa,4381.78,4457.6,-75.82,0,5,21,3,2,5
2026-01-07,Maceoo Cosmo,1158.57,1303.99,-44.68,-100.74,1,6,0,1,1
2026-01-08,Maceoo Atlantic,2106.16,2305.04,0,-198.88,7,12,0,5,6
2026-01-08,Maceoo Biloxi,943.78,1053.19,-109.41,0,6,11,3,3,5
2026-01-08,Maceoo Resorts World Las Vegas,2208.49,2208.49,0,0,2,11,1,1,2
2026-01-08,Maceoo Hollywood FL,3918.72,4217.6,-298.88,0,11,21,4,5,10
2026-01-08,Online Store,7765.28,9505.93,-1051.81,-688.84,14,22,6,8,14
2026-01-08,Maceoo Aria,15205.3,15205.3,0,0,7,34,3,4,7
2026-01-08,Maceoo Tampa,495.07,606.4,-43.33,-68,2,5,1,0,2
